state,fipscode,county,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,votergap,trump,clinton
North Carolina,37155,Robeson County,129559,8.323,67.82,51.772,8.5,30414,27.1,12.4,33.8,39.6,98.4,242.4,4.859,51.437,46.578
South Dakota,46097,Miner County,2420,2.147,2.683,48.882,2.5,49159,7.9,24.5,22.3,31.4,1.6,242.4,39.944,66.353,26.41
Kentucky,21099,Hart County,18396,1.718,6.725,50.461,5.2,38038,27.4,9.8,36.1,37.1,61.5,242.5,49.429,73.248,23.819
Nevada,32021,Mineral County,4662,11.233,29.969,51.452,10.5,40714,13.7,10.8,24.7,28,26,242.5,27.141,59.039,31.898
Oklahoma,40017,Canadian County,109668,8.303,15.904,50.463,3.5,68421,8.5,25.4,28.2,35,23.2,242.5,51.227,72.342,21.115
South Carolina,45013,Beaufort County,155215,11.221,22.815,50.798,5.4,55427,8.4,37.4,15.2,22,41.2,242.6,14.304,54.948,40.644
Idaho,16039,Elmore County,28820,16.27,12.15,47.878,4.7,45049,14.9,17,25.1,29.8,0.9,242.7,46.977,68.271,21.294
Oregon,41027,Hood River County,21883,31.089,5.999,49.963,4.7,54063,17.8,32,15.2,26.5,0.7,242.7,-30.203,31.041,61.244
Washington,53047,Okanogan County,40552,19.217,17.964,49.547,6.9,37782,17.6,17,20.7,28,7.8,242.7,20.082,57.329,37.247
Colorado,8027,Custer County,4000,5.737,4.837,49.224,3.5,48368,4.4,34.8,18.8,20.5,5.8,242.8,41.188,67.2,26.012
Minnesota,27139,Scott County,131939,4.881,13.328,50.07,3.1,91688,5.4,38.3,15.9,24.6,32,242.8,15.386,53.701,38.314
Nebraska,31091,Hooker County,723,2.186,3.142,50.82,4.1,40732,5.8,23.6,26.3,26.6,4.3,242.8,76.087,85.749,9.662
Oklahoma,40099,Murray County,12960,5.748,22.245,50,4.1,43783,18.9,20.2,35.3,39.7,63,242.8,55.873,75.529,19.656
Kentucky,21125,Laurel County,57749,1.441,2.859,51.077,6.3,34678,25.7,11.9,30.3,37.8,54.3,243,69.094,82.952,13.858
Mississippi,28059,Jackson County,132922,5.984,26.905,50.935,7.2,48018,12.4,20.5,29.1,32,43.9,243,39.848,68.633,28.785
Ohio,39037,Darke County,51814,1.457,2.395,50.787,4.2,46610,12.7,11.6,29.1,32.3,2800,243,61.212,78.792,17.58
Mississippi,28079,Leake County,23132,4.209,50.169,48.64,6.3,32239,25.2,11.6,33.4,40.9,30,243.1,14.177,56.603,42.425
Texas,48419,Shelby County,26812,18.377,21.29,50.528,5.3,35772,23.8,13.8,27.3,31.2,3.7,243.1,59.678,79.045,19.367
Georgia,13195,Madison County,28232,4.894,12.967,50.803,5.4,45557,19.6,14.8,29.2,31.9,99.6,243.2,56.693,76.978,20.285
Alabama,1111,Randolph County,22577,3.045,22.405,51.414,5.9,36939,25.5,12.4,28.3,30.9,39.5,243.3,53.376,75.982,22.606
Michigan,26023,Branch County,44737,4.432,5.121,48.388,4.9,46371,13,13.1,27.6,31.8,276.2,243.3,38.114,66.859,28.745
Missouri,29127,Marion County,28449,1.617,8.407,51.451,4.4,42088,16.1,18.4,29.4,37.3,17.4,243.3,49.798,72.996,23.198
Oregon,41031,Jefferson County,19959,19.721,24.601,48.16,7.4,42753,15.6,16,18.3,32.5,73,243.3,27.552,60.142,32.59
Ohio,39103,Medina County,174035,1.965,4.177,50.567,4,68405,6.5,29.9,24.2,29.1,164.7,243.4,24.876,60.218,35.342
West Virginia,54097,Upshur County,23806,1.212,2.674,50.481,8,38387,16.3,15.8,25.5,38.2,68.4,243.4,56.732,75.937,19.205
Michigan,26019,Benzie County,17227,2.274,3.93,50.513,6.6,48846,9.2,24.8,20.6,28.7,243.7,243.5,14.001,54.192,40.192
Iowa,19067,Floyd County,15910,2.425,5.313,50.695,3.7,48292,10.5,17,25.3,31,28.6,243.6,14.953,54.74,39.787
Kansas,20121,Miami County,30969,3.078,4.344,50.343,4.3,63924,6.2,23.2,25.1,34.1,4.7,243.6,40.035,66.877,26.842
Georgia,13017,Ben Hill County,17567,6.309,38.769,52.502,9,31081,21.3,10.8,26.1,35.3,70.5,243.7,27.621,63.042,35.421
Virginia,51011,Appomattox County,14552,1.421,22.227,51.564,4.9,44397,18,15.3,25.7,29.3,68.3,243.7,46.404,71.838,25.434
Georgia,13035,Butts County,24392,3.141,30.369,46.717,6.4,41505,24.7,9.7,28.7,28.7,128.3,243.8,43.801,70.877,27.076
Wisconsin,55103,Richland County,17848,2.092,2.818,49.614,4.3,44026,10.4,16.7,18.6,31.8,30.7,243.8,5.576,50.502,44.926
Alabama,1085,Lowndes County,12293,1.348,73.848,52.563,11.6,30675,27.3,13.2,29.9,45.1,15.8,243.9,-46.899,26.228,73.128
Mississippi,28155,Webster County,9852,1.414,21.113,50.823,7.3,34073,16.7,19,35,33.9,25.6,243.9,58.678,78.603,19.924
Florida,12099,Palm Beach County,1279950,21.14,24.217,51.659,5,52225,12.3,32.8,22.3,21.5,670.2,244,-15.314,41.197,56.511
Georgia,13143,Haralson County,28890,1.383,7.964,51.428,6.3,40387,23.6,13.8,25.8,27.3,102,244,71.618,84.643,13.025
Mississippi,28087,Lowndes County,59658,2.023,46.398,52.42,7.1,39937,17.3,21.4,26.9,34.3,59.5,244,6.281,52.206,45.925
Ohio,39133,Portage County,157530,1.722,8.659,50.981,4.9,52047,9,25.5,24.2,29,65.2,244.1,10.16,52.696,42.536
Kansas,20107,Linn County,9335,2.297,3.985,50.461,6.4,44520,11,14.3,32.7,31.6,4.5,244.2,62.071,78.92,16.85
Kansas,20119,Meade County,4407,16.513,4.596,49.053,3,53903,12.5,22,24.6,27,11.2,244.2,70.687,82.985,12.299
Ohio,39145,Scioto County,76334,1.325,5.376,50.702,7.7,37625,17.7,14.4,31.9,37,149.2,244.2,36.805,66.655,29.85
Tennessee,47161,Stewart County,13340,2.662,5.649,49.566,7.9,41590,15.2,12.4,34,31.4,61,244.2,50.009,73.14,23.131
Tennessee,47185,White County,25444,2.194,4.461,51.182,6.2,35400,20.5,11.9,34,31.2,60.3,244.2,59.482,78.324,18.842
Virginia,51025,Brunswick County,17514,2.078,57.019,46.688,6.8,37344,27.1,13.3,25.6,35.9,30.8,244.2,-18.679,39.83,58.509
South Carolina,45075,Orangeburg County,90112,2.118,65.069,53.277,10.7,31382,19.5,18.8,27,41.9,118.6,244.4,-36.959,30.674,67.633
Maryland,24003,Anne Arundel County,521209,7.31,24.481,50.435,4.5,86654,8.9,37.6,20.2,29.1,177,244.6,-0.644,47.135,47.779
Mississippi,28007,Attala County,19755,1.869,43.775,52.718,7.7,32521,23.9,15.1,39,39.2,18,244.6,19.898,59.21,39.312
South Dakota,46017,Buffalo County,2067,3.58,81.814,50.501,7.4,21658,20.6,8.6,25.8,42,6.4,244.6,-25.51,34.898,60.408
Montana,30073,Pondera County,5814,2.102,17.384,51.229,4.5,39292,11.7,21.9,26.9,29.4,0.8,244.7,38.823,66.099,27.276
Wisconsin,55083,Oconto County,37149,1.726,3.267,48.965,5.2,52776,10,15.4,24.8,30.4,37.7,244.7,36.986,66.528,29.542
Arkansas,5059,Hot Spring County,31787,3.315,14.578,47.759,5.2,37831,15.6,14.1,37.1,34.7,53.5,244.8,42.119,68.461,26.341
Georgia,13293,Upson County,27551,2.348,30.765,52.34,7.1,34867,23.5,11.4,29.5,32,84,244.9,34.941,66.715,31.774
Ohio,39163,Vinton County,13228,0.881,2.59,49.992,6.6,37633,21,8.7,29.9,33.6,70.3,244.9,45.744,70.443,24.699
Pennsylvania,42113,Sullivan County,6140,1.849,5.436,47.393,6,44191,11.7,15.6,25.4,31.1,72.4,244.9,49.306,73.169,23.864
Indiana,18133,Putnam County,36837,1.884,6.638,47.032,5.1,49467,12.6,15.5,30.8,31.5,30.9,245,49.598,72.459,22.861
North Carolina,37147,Pitt County,159057,5.996,39.695,52.842,6.1,41765,13.1,28.8,25.7,34.3,100.6,245,-7.38,44.964,52.345
Texas,48295,Lipscomb County,3094,32.138,7.173,48.949,3.9,60810,17.8,21.1,23.1,27.2,25.8,245,77.458,87.67,10.212
Georgia,13189,McDuffie County,21862,2.762,43.9,53.073,8.2,37413,25.9,15.3,27.7,33.4,85,245.1,18.699,58.61,39.912
Kansas,20099,Labette County,21776,4.418,11.489,50.31,5.8,40822,11.7,20.1,31.8,34,3.5,245.1,37.858,66.069,28.211
Kansas,20125,Montgomery County,34254,6.337,14.931,50.492,6.5,42221,11.4,16.4,29.2,35.1,9.1,245.1,50.839,72.838,21.999
South Carolina,45073,Oconee County,71514,5.022,10.638,50.499,5.8,39548,16.8,22.1,23.5,28,59.5,245.1,48.067,71.864,23.797
South Dakota,46121,Todd County,10095,3.926,89.035,51.3,7.4,27481,23.2,13.9,25.8,38,1.4,245.1,-47.906,22.918,70.824
Georgia,13165,Jenkins County,8450,5.471,45.495,46.757,8.2,30678,26.9,12.3,27.7,29.9,24,245.2,25.84,62.36,36.519
Kansas,20117,Marshall County,10123,2.436,3.18,49.99,2.9,47901,7.7,15.7,24,32.6,13.4,245.2,47.837,70.992,23.154
Ohio,39141,Ross County,75972,1.186,9.291,47.61,5.3,42466,15.1,15,28.2,33.7,251.3,245.2,27.38,61.589,34.208
Pennsylvania,42117,Tioga County,40875,1.361,2.832,50.371,6.3,47360,11.4,19.4,25.5,30.3,52.7,245.2,53.571,74.582,21.011
Vermont,50027,Windsor County,56552,1.547,3.879,51.113,3.3,51513,7,34.3,18.1,24,56.7,245.2,-32.121,30.914,63.035
South Carolina,45071,Newberry County,38763,7.461,34.334,51.052,5.3,42000,22.3,17.8,28.1,35.5,60.3,245.3,22.62,59.607,36.987
Mississippi,28127,Simpson County,27920,1.829,37.499,51.275,5.9,34338,21.4,13.4,35.4,37.7,11.4,245.4,30.851,64.76,33.909
New York,36017,Chenango County,50620,2.213,3.378,50.059,5.6,46387,13.6,17.2,26.5,30.3,218.1,245.4,28.052,60.862,32.811
Louisiana,22093,St. James Parish,21054,1.757,50.457,51.783,8.3,47477,16.2,13.4,35,37,27.4,245.5,-7.96,45.147,53.107
Iowa,19021,Buena Vista County,19601,24.633,14.561,49.446,3.6,50719,21.1,19.7,25.1,33,36.7,245.6,24.991,59.848,34.858
Mississippi,28055,Issaquena County,1612,0.898,65.071,42.259,16.9,37096,40.5,7.8,30.7,34.4,22.4,245.6,-13.877,42.632,56.509
Rhode Island,44005,Newport County,80300,5.677,9.516,50.786,5.2,69203,7.7,44.9,16.7,23.1,985.9,245.6,-19.353,37.613,56.966
Georgia,13237,Putnam County,20495,6.781,29.79,51.417,8,42125,15.3,18.1,24.9,30,61.6,245.7,39.985,69.091,29.106
Louisiana,22099,St. Martin Parish,52217,2.69,33.528,50.748,6.7,46713,22.8,13.9,33.3,34.2,90.3,245.7,33.423,65.525,32.102
West Virginia,54099,Wayne County,41119,0.674,2.104,51.275,7,37242,22,12.6,31.6,37.7,84,245.7,51.346,73.455,22.109
Kentucky,21043,Carter County,26771,1.219,2.246,50.795,10,34991,22,11.1,35.7,38.9,84.1,245.8,51.694,73.847,22.153
Maine,23029,Washington County,32107,1.894,8.487,50.735,6.6,38057,12.5,20.2,27.3,28.5,53.1,245.8,16.179,54.575,38.396
Arkansas,5041,Desha County,13358,4.99,49.987,53.155,7.6,33028,22.3,11.6,32.7,39.6,16.9,245.9,-7.338,45.038,52.375
Iowa,19059,Dickinson County,16623,1.812,2.192,50.272,3.8,56551,5,25.2,22.9,33.4,96.9,245.9,36.03,65.805,29.775
Michigan,26097,Mackinac County,10591,1.635,24.683,48.696,9.3,39359,12.8,17.9,22.9,31.1,7.4,245.9,27.185,61.432,34.248
Ohio,39073,Hocking County,28912,0.934,2.685,50.311,5.5,42374,13.1,13.7,27.5,37.5,78.8,246,36.514,66.187,29.673
New Mexico,35005,Chaves County,63622,55.375,7.899,50.116,6.4,38403,21.9,18.4,26.1,29.2,0.5,246.1,36.222,63.516,27.294
Kentucky,21227,Warren County,108669,5.089,15.82,51.114,4.6,48925,13.1,27.3,24.6,31.6,43.8,246.2,24.17,59.198,35.028
Pennsylvania,42119,Union County,43560,5.757,11.263,44.955,4.3,47996,14.5,21.3,23.3,28.2,37,246.3,25.672,60.948,35.276
Kansas,20011,Bourbon County,14884,2.501,7.701,50.435,4.9,38430,11.9,21.4,28.4,33.9,30.9,246.4,50.828,72.896,22.068
Minnesota,27097,Morrison County,32883,1.58,2.682,49.474,5.4,50685,10.8,16.4,23.6,34.3,45.6,246.4,52.971,73.714,20.743
Mississippi,28085,Lincoln County,34830,1.134,32.414,52.134,6.2,36118,17.1,14.7,33.2,39.1,54.5,246.4,40.097,69.44,29.342
Tennessee,47071,Hardin County,26258,2.031,6.204,51.456,7.4,36285,21,12.4,33,31.9,40.8,246.4,64.228,80.531,16.303
Indiana,18139,Rush County,17175,1.386,2.573,50.972,4.3,47418,14.2,14.7,33.9,32.6,64.6,246.5,52.218,73.357,21.139
Oklahoma,40107,Okfuskee County,10924,4.187,36.089,46.581,5.7,34172,20.8,10.5,29.1,31,18.6,246.5,46.987,70.964,23.977
Texas,48353,Nolan County,14917,36.553,8.731,49.699,4.1,38742,22.4,12.9,24.4,29,15.5,246.5,53.162,74.852,21.691
Illinois,17131,Mercer County,16276,2.308,2.005,50.334,6.2,54916,9.6,15.5,25.2,31.2,40.4,246.6,20.661,57.027,36.367
Iowa,19101,Jefferson County,15472,3.446,15.488,45.423,3.7,41094,5.3,33,23.4,27.5,50.4,246.6,0.45,46.719,46.269
Michigan,26159,Van Buren County,78227,11.319,8.373,50.432,6,46715,13.5,18.4,24.7,33.5,69.4,246.6,13.946,53.864,39.918
Missouri,29009,Barry County,35881,9.032,5.473,49.99,5,38139,18.4,13.3,32.9,32.4,36.9,246.6,59.689,78.246,18.557
Missouri,29151,Osage County,13561,0.785,1.578,48.151,3.7,51958,10.4,17.5,25.9,33.3,13.8,246.6,68.48,82.58,14.1
North Carolina,37017,Bladen County,32343,7.879,39.157,52.046,8,33521,22.6,11.5,31.9,38.2,30.4,246.6,9.465,54.062,44.598
Pennsylvania,42041,Cumberland County,232483,3.569,10.151,50.535,3.9,62692,8.5,32.8,17.4,27.6,87.7,246.7,18.569,57.052,38.483
South Dakota,46035,Davison County,18929,2.468,6.038,50.373,2.6,48675,9.7,26.4,24.1,34.3,5.3,246.7,35.236,64.852,29.615
Florida,12111,St. Lucie County,266502,17.86,25.042,51.203,6.2,42722,14.4,19,26,27.9,485.7,246.8,2.442,49.917,47.475
Iowa,19065,Fayette County,20164,2.34,3.727,49.914,4.5,45522,10.5,18.4,27.3,37.7,26,246.8,19.617,56.975,37.359
Mississippi,28063,Jefferson County,8928,0.559,85.613,50.753,14.9,26408,20.2,20.4,37,44.5,25.2,246.8,-73.802,12.672,86.473
Washington,53045,Mason County,58016,9.146,11.973,48.329,7.7,52313,12.7,17.9,21.8,30.5,63.3,246.8,6.113,48.872,42.759
North Dakota,38101,Ward County,57012,5.695,11.221,46.894,3.1,62526,6.7,25.3,24.1,30.8,8.7,246.9,47.686,69.249,21.563
Michigan,26031,Cheboygan County,26106,1.487,6.91,50.037,8.8,41930,11.6,16.8,27.3,33.2,62.3,247,32.08,63.604,31.523
Pennsylvania,42037,Columbia County,65111,2.679,4.521,51.647,5.5,46938,11.2,21.2,24.5,37.9,44.2,247,32.753,64.095,31.341
Louisiana,22069,Natchitoches Parish,39255,2.256,45.305,52.24,7.8,34522,18.8,20.6,29.4,34.7,35.2,247.1,10.965,53.951,42.986
Minnesota,27135,Roseau County,15911,1.11,6.703,48.878,4.1,53838,8.5,18,23.2,29.3,20.1,247.1,46.286,70.182,23.896
Montana,30019,Daniels County,1703,2.216,4.886,49.489,2.6,47376,6.3,21.2,23,25.5,3.1,247.1,59.034,76.576,17.542
New York,36027,Dutchess County,293562,11.829,18.27,50.283,4.6,70925,10.4,33.4,20.9,25.9,33.3,247.1,1.072,48.389,47.317
Georgia,13105,Elbert County,20372,5.422,31.987,52.179,7.4,35351,21.9,10.7,27.9,31.1,57.4,247.2,34.909,66.595,31.686
Iowa,19125,Marion County,32682,1.865,3.58,50.174,3.2,57046,7.2,24,23.6,33.1,39.2,247.2,31.167,62.322,31.155
Iowa,19129,Mills County,15002,2.701,2.951,49.879,4,59399,6.3,24.4,25.6,34.7,71,247.2,39.038,66.377,27.34
Ohio,39031,Coshocton County,35767,0.954,3.12,50.442,6.3,41547,15.9,12.1,26.5,34.3,202.7,247.2,43.266,69.387,26.121
Tennessee,47053,Gibson County,49468,2.656,20.32,52.303,7.6,37498,16.1,15.4,34.1,32.3,74,247.3,43.749,70.72,26.971
Virginia,51043,Clarke County,14588,4.804,9.176,50.171,4,70281,10.4,32.2,22.1,26.8,79.7,247.3,19.801,57.275,37.474
Maine,23013,Knox County,40801,1.41,3.174,50.601,4.1,50002,6.7,30.7,17.9,23.1,140.8,247.4,-14.3,39.738,54.038
West Virginia,54011,Cabell County,95214,1.398,8.853,51.233,5.4,34887,13.9,26.4,27.8,30.5,342.8,247.4,25.51,60.084,34.574
Michigan,26091,Lenawee County,99837,7.604,6.035,49.315,4.8,48194,10.1,19.7,22.3,30.8,62.5,247.5,21.087,57.584,36.496
Nebraska,31127,Nemaha County,6856,2.484,3.733,50.639,3.7,49162,6.5,27.1,23.7,35.5,8.5,247.5,42.932,68.138,25.206
Oklahoma,40021,Cherokee County,46029,6.696,46.694,50.839,5,38027,14.6,23.9,27.8,35.5,57.8,247.5,27.519,60.605,33.087
Kentucky,21011,Bath County,11618,1.3,3.328,50.343,7.8,34126,24.5,11.5,29.3,30.4,86.5,247.6,37.552,67.249,29.697
North Carolina,37163,Sampson County,63713,18.756,32.765,50.789,6,33876,25.8,12.1,33.5,36.7,120.2,247.6,16.674,57.575,40.9
South Dakota,46047,Fall River County,7241,3.597,12.087,49.148,4.5,42007,8.1,21.6,23,31.7,3.6,247.7,47.432,70.474,23.042
Missouri,29161,Phelps County,42248,2.431,9.562,47.723,5.3,40710,12.6,28.1,28.9,27,61.9,247.8,42.91,68.647,25.737
Tennessee,47033,Crockett County,14492,9.89,16.869,52.284,6.6,37853,23.2,12,32.1,33,123.1,247.8,49.666,73.84,24.174
Indiana,18113,Noble County,48028,10.312,2.809,50.118,4.2,50997,16,14.2,25.8,31.8,35.5,247.9,49.106,72.22,23.114
Kentucky,21075,Fulton County,6814,1.699,27.605,50.305,7.7,30671,24.5,13.2,30.9,32,237.2,247.9,32.536,65.029,32.494
West Virginia,54071,Pendleton County,7390,1.037,4.053,49.025,4.7,38204,19,14,29.8,36,11.1,247.9,51.743,74.346,22.603
Texas,48125,Dickens County,2439,30.054,11.423,42.702,4.7,35924,23.2,14.4,25.3,26.6,22.1,248,68.977,83.058,14.081
Texas,48243,Jeff Davis County,2258,34.508,5.705,49.304,3.3,46364,14.9,38.4,25.5,26.2,38,248,23.149,59.064,35.915
Oklahoma,40001,Adair County,21857,6.544,55.635,49.596,5.9,31386,21.5,12.9,35.9,38.6,55.6,248.1,52.242,73.485,21.243
Texas,48089,Colorado County,20650,28.893,16.67,49.703,4,46484,18.1,17.5,25,28.5,3.3,248.1,51.25,74.564,23.314
North Carolina,37029,Camden County,9730,2.823,17.819,50.15,5.8,61730,13.4,19.3,24.2,31,176.1,248.2,45.778,71.411,25.633
Pennsylvania,42089,Monroe County,166355,14.934,20.922,50.604,6.3,59492,10.2,23.2,25.8,28.8,113.6,248.2,-0.34,48.08,48.42
South Dakota,46061,Hanson County,3553,0.945,1.625,48.863,3.3,61945,7.4,24.8,23.3,28.9,2.4,248.2,53.49,74.626,21.137
Louisiana,22023,Cameron Parish,6584,3.653,6.557,50.037,4.6,59300,18.3,15.7,27.6,31.5,19.1,248.3,79.442,88.191,8.749
New York,36033,Franklin County,50274,3.342,15.93,45.31,6.5,45704,15.2,17.7,26.4,30.3,21.9,248.3,7.387,50.409,43.022
North Carolina,37195,Wilson County,78353,10.286,43.324,52.558,9.6,39268,20.9,18.4,29.6,36.8,91.9,248.3,-5.631,46.312,51.943
Texas,48219,Hockley County,22272,46.72,7.839,50.501,4.2,50124,23.1,16.1,25.9,30.7,36.6,248.3,62.291,79.552,17.262
Georgia,13315,Wilcox County,8895,4.2,37.654,40.691,7.6,32722,23.9,8.7,27.7,31.5,24.5,248.4,41.843,70.501,28.658
Illinois,17075,Iroquois County,29690,6.784,3.446,51.046,5.7,46895,11.9,14.7,28.4,33.9,61.3,248.4,55.962,75.277,19.314
Vermont,50023,Washington County,58696,2.032,4.084,50.536,3.6,58673,6.3,39,16.1,23,66.3,248.4,-36.997,27.895,64.891
Virginia,51143,Pittsylvania County,61414,2.489,23.715,50.965,5.3,44207,19.8,14,30.2,32,65.5,248.4,39.597,68.615,29.018
Virginia,51183,Sussex County,12116,2.825,59.752,40.64,6.8,37748,31.4,9,25.5,35.9,24.7,248.5,-16.263,40.806,57.069
Alabama,1047,Dallas County,41925,0.934,71.126,53.714,9.6,26602,22.3,14.5,30.7,40.8,44.8,248.6,-37.597,30.881,68.478
South Dakota,46127,Union County,14589,3.253,4.393,49.393,3.4,72041,7,32.7,20.5,30.4,13.5,248.6,38.771,66.979,28.208
Georgia,13163,Jefferson County,16478,3.489,55.284,51.273,8.9,30835,28.2,9.2,27.3,35.3,32.2,248.7,-10.845,44.087,54.932
Texas,48241,Jasper County,34370,6.9,19.543,50.606,7.5,41017,16.4,10.3,25.6,29.1,17,248.7,59.891,79.23,19.339
Florida,12063,Jackson County,50930,4.93,30.387,44.756,5.8,36876,21.2,14.2,34.1,34.7,54.2,248.8,37.377,67.776,30.4
Florida,12081,Manatee County,318361,15.989,13.678,51.665,5,51673,12.3,27.5,22.6,25.3,434.5,248.8,17.149,56.957,39.808
Georgia,13259,Stewart County,4558,26.884,55.153,37.959,6.7,27635,38.1,9.7,29.1,34.2,13.2,248.8,-20.214,39.211,59.425
Kentucky,21051,Clay County,23629,1.923,5.577,47.166,9.7,25215,35.7,9.5,32.1,38,141.1,248.8,75.521,86.637,11.116
Michigan,26125,Oakland County,1205508,3.854,23.77,51.333,5,69378,7,43.7,19.2,26.3,59.6,248.8,-8.119,43.592,51.711
Missouri,29129,Mercer County,3475,1.11,2.842,50.46,4.4,38023,12.1,14.2,26,33.4,65.9,248.8,73.03,85.451,12.421
Tennessee,47145,Roane County,53508,1.653,5.554,50.892,6.6,43269,16.3,17.7,35.1,34.1,100.9,248.8,51.112,73.508,22.396
Virginia,51775,Salem city,25462,3.523,12.166,52.296,4.4,54195,10.4,30.7,20.8,25.2,1718,248.8,24.841,59.568,34.727
South Carolina,45051,Horry County,263868,6.058,17.582,51.591,7,42830,12.2,22.9,24.1,29.8,37.7,248.9,37.821,67.323,29.502
Indiana,18145,Shelby County,44503,4.045,3.685,50.542,4.4,54831,13.5,15,32.8,33.1,127,249,47.232,70.912,23.68
Ohio,39017,Butler County,363184,4.479,13.984,50.989,4.6,58558,10.4,28.1,25.1,32.8,91.5,249,28.346,62.011,33.665
Tennessee,47079,Henry County,31876,2.386,10.785,51.51,6.7,37151,16.5,16.3,36.9,33.7,53.4,249,49.833,73.586,23.753
West Virginia,54093,Tucker County,6812,0.761,1.909,49.297,6.1,36466,13.2,13.8,35.4,37.8,17,249.1,52.165,73.816,21.651
Ohio,39093,Lorain County,305707,9.507,13.472,50.648,5.4,52331,10.9,22.3,22,29.2,100,249.2,0.284,47.819,47.535
North Dakota,38085,Sioux County,4203,4.348,84.508,49.977,4.2,33950,14.9,17.4,24.9,33.7,1.4,249.3,-42.651,21.75,64.401
Oklahoma,40079,Le Flore County,49915,6.757,22.568,49.884,6.7,36627,19.4,12.9,33.4,39.1,15.4,249.3,58.73,77.598,18.867
Arkansas,5087,Madison County,15875,5.29,5.144,49.952,3.9,39158,23.3,9.7,35.2,34,18.8,249.4,48.763,72.002,23.239
Illinois,17097,Lake County,712567,21.263,17.958,50.101,5.5,78001,10.8,42.7,18.8,28.4,73.9,249.5,-20.294,36.995,57.289
Illinois,17133,Monroe County,33236,1.585,2.081,50.353,4.4,73684,6.5,26.2,27.2,33.2,29.3,249.5,37.182,66.132,28.95
Florida,12123,Taylor County,21400,4.121,23.976,43.871,6.6,36374,25.5,10,35.2,38.9,21.6,249.6,51.45,74.609,23.16
Minnesota,27079,Le Sueur County,28059,5.788,3.087,49.561,4.7,61665,9.7,21.6,17.6,32.4,3.1,249.6,30.665,61.761,31.096
New Hampshire,33003,Carroll County,47860,1.527,2.713,50.441,3.6,57556,7,32.2,18.6,25.2,150.1,249.6,5.667,50.321,44.655
Vermont,50021,Rutland County,63014,1.396,3.219,50.874,4.4,44888,10.2,28.8,21.4,29.5,39.3,249.6,-4.187,45.087,49.273
Illinois,17109,McDonough County,32770,2.754,9.785,50.541,6.3,42684,8,33.5,21.5,26.8,49,249.7,11.704,52.587,40.883
South Carolina,45061,Lee County,19722,2.297,65.07,48.419,8.5,31510,25.3,9.7,30.3,44.3,93.2,249.7,-29.359,34.39,63.748
Virginia,51640,Galax city,6880,14.767,10.544,53.341,5.5,33182,25.7,12.4,24.7,26,854.7,249.8,39.061,67.837,28.777
Alabama,1107,Pickens County,19218,4.913,41.78,50.062,6.8,31933,21.4,9.6,30,36.4,22.4,249.9,15.61,57.447,41.837
Florida,12059,Holmes County,19099,2.701,10.66,46.683,6.2,35651,24.3,10.9,35.5,31.6,41.6,249.9,77.874,87.891,10.016
Kentucky,21155,Marion County,19486,2.613,10.323,50.142,5.1,39089,18.5,13,23.7,30.6,43.2,249.9,30.127,63.164,33.037
Mississippi,28111,Perry County,12035,1.287,22.106,51.153,8,32459,19.6,8.4,36.5,37.2,68.9,249.9,53.663,76.123,22.459
Texas,48155,Foard County,1334,18.361,8.77,51.639,4.3,33442,21.3,20.9,25.2,26.3,6.5,249.9,52.838,74.951,22.114
Illinois,17013,Calhoun County,5019,1.041,1.327,49.786,6.8,49689,10.5,14.4,28.1,29.1,40.2,250.1,38.341,67.254,28.912
Ohio,39055,Geauga County,99060,1.393,3.13,50.6,4,72264,9,36,24.9,27,66.3,250.1,25.468,60.688,35.22
Minnesota,27001,Aitkin County,15646,1.274,5.362,49.522,6,40676,9.6,14.8,25.1,29.9,57.9,250.2,25.934,60.054,34.121
Missouri,29207,Stoddard County,29069,1.802,3.084,51.192,6.6,38329,20.3,13.7,31.1,32.8,12.7,250.2,69.318,83.424,14.106
Texas,48279,Lamb County,13162,54.397,8.995,49.922,9,37111,29.1,14.1,23.6,31,54.9,250.2,58.131,77.849,19.718
Iowa,19111,Lee County,35447,3.389,5.925,50.076,5.3,44719,9,15.5,24.9,31.9,16,250.6,16.152,55.131,38.979
Ohio,39049,Franklin County,1150122,5.194,30.71,51.256,4.1,53164,10.2,36.7,22.2,29.7,71.4,250.6,-25.893,34.672,60.565
Tennessee,47175,Van Buren County,5480,1.409,2.537,49.762,8.2,34884,19.8,12.4,33.5,32.1,85.5,250.6,53,75.3,22.3
Michigan,26139,Ottawa County,261957,9.45,7.347,50.62,3.5,60577,8.8,30.5,18.5,27.6,46.9,250.7,30.384,62.21,31.826
Nebraska,31099,Kearney County,6460,6.12,2.126,51.086,2.2,56791,8.8,24.9,22.9,31.1,13.9,250.7,60.734,77.699,16.965
